query_id,query_time_range,refer_id,refer_time_range
3523f550-b908-11e9-ad99-fa163ee49799,3000|96000,2342638000,5011000|5919000
353715f6-b951-11e9-8b81-fa163ee49799,11000|55000,3203967000,320000|1934000
357b49d2-b98e-11e9-9c9e-fa163e3d9e3c,36000|102000,2507307200,6079000|6163000
357b5bae-b8ba-11e9-930e-fa163ee49799,7000|71000,3009055500,1623000|4505000
35a825ae-b995-11e9-8b81-fa163ee49799,6000|81000,1398481500,1304000|2350000
35e5fe8e-b8f4-11e9-ad99-fa163ee49799,1000|72000,2274699000,339000|1751000
35f4e78c-b976-11e9-b8ed-fa163e063a2b,83000|147000,1420067400,1562000|3560000
3608baf4-b84b-11e9-9336-fa163ee49799,11000|61000,3048666200,597000|4353000
362ab666-b90b-11e9-8127-fa163e063a2b,33000|83000,639833200,147000|452000
364ea9ae-b93d-11e9-9c9e-fa163e3d9e3c,19000|92000,1818601700,3663000|4838000
365d8438-b84d-11e9-9336-fa163ee49799,21000|109000,3048666200,1900000|3876000
36baceb0-b972-11e9-b8ed-fa163e063a2b,10000|145000,1396771700,47000|748000
37620392-b954-11e9-b8ed-fa163e063a2b,9000|138000,1396771700,49000|641000
376de5ec-b957-11e9-9c9e-fa163e3d9e3c,50000|111000,2274916400,1395000|3556000
378369f8-b849-11e9-9336-fa163ee49799,49000|80000,3048666200,235000|2131000
37d16c98-b8b7-11e9-930e-fa163ee49799,19000|73000,2832620300,215000|3524000
38151470-b975-11e9-8b81-fa163ee49799,23000|154000,1447221500,427000|4042000
383d7b38-b86a-11e9-9336-fa163ee49799,7000|83000,2437761800,1762000|1838000
3856e380-b91d-11e9-8127-fa163e063a2b,60000|169000,1308046100,777000|897000
385969de-b918-11e9-ad99-fa163ee49799,69000|164000,2447052500,1514000|4429000
38b1bbd2-b901-11e9-ad99-fa163ee49799,40000|103000,2310133000,5843000|5903000
38e6ae96-b997-11e9-8b81-fa163ee49799,75000|113000,1356122300,130000|820000
3904f0f8-b92a-11e9-8b81-fa163ee49799,20000|131000,1629260900,4099000|4747000
395f68d4-b9a3-11e9-8b81-fa163ee49799,61000|134000,1596058300,2482000|2556000
3998937c-b8fc-11e9-8127-fa163e063a2b,5000|177000,1396771700,57000|950000
399cf994-b9a6-11e9-b8ed-fa163e063a2b,58000|145000,1804312000,3437000|3522000
39dc2dde-b8d5-11e9-930e-fa163ee49799,1000|88000,1226686400,1148000|3714000
3a045c00-b92f-11e9-8b81-fa163ee49799,2000|47000,2817413400,1657000|6036000
3a1907e8-b85f-11e9-9336-fa163ee49799,1000|69000,2929631100,3567000|3647000
3a4a3344-b8d3-11e9-930e-fa163ee49799,1000|66000,1260706600,2379000|2443000
3ab6083e-b938-11e9-9c9e-fa163e3d9e3c,20000|66000,1782169900,451000|2771000
3ac05c72-b8ba-11e9-930e-fa163ee49799,17000|92000,2832620300,456000|3893000
3ad84ed0-b933-11e9-b8ed-fa163e063a2b,2000|110000,1629260900,4181000|5202000
3b069da2-b8b2-11e9-930e-fa163ee49799,1000|59000,1684068900,325000|1028000
3b286ac8-b96f-11e9-9c9e-fa163e3d9e3c,13000|46000,2360445100,4390000|7522000
3b7d2280-b900-11e9-ad99-fa163ee49799,13000|79000,2310133000,4609000|5184000
3bd4a192-b97b-11e9-8b81-fa163ee49799,73000|136000,1396771700,61000|969000
3c19c7b8-b985-11e9-8b81-fa163ee49799,1000|96000,1500744900,55000|4491000
3c98ae4c-b869-11e9-9336-fa163ee49799,1000|124000,1396771700,58000|868000
3cd84b3a-b975-11e9-9c9e-fa163e3d9e3c,11000|87000,2791972500,1942000|7921000
3ce30b7a-b91f-11e9-8127-fa163e063a2b,66000|139000,1308046100,2965000|3064000
3d5a0ae8-b994-11e9-8b81-fa163ee49799,1000|179000,1629260900,2904000|4750000
3d63d2b2-b958-11e9-8b81-fa163ee49799,11000|71000,1467020800,173000|4603000
3d6ff06c-b9a6-11e9-8b81-fa163ee49799,17000|137000,1629256800,198000|5655000
3d78fd54-b985-11e9-9c9e-fa163e3d9e3c,57000|137000,2333805400,193000|641000
3d7bd3aa-b979-11e9-8b81-fa163ee49799,10000|72000,1447221500,3941000|4051000
3d9d0f80-b8e2-11e9-bf24-fa163ee49799,1000|120000,1226686400,2823000|2941000
3dc3597e-b91e-11e9-81a2-fa163e3d9e3c,48000|116000,1862132800,1060000|5724000
3dd7da8e-b937-11e9-b8ed-fa163e063a2b,1000|106000,1396771700,58000|950000
3de841c8-b962-11e9-b8ed-fa163e063a2b,11000|71000,1568027000,907000|6746000
3e127804-b943-11e9-b8ed-fa163e063a2b,77000|115000,1332713900,456000|494000
3e15d58c-b84c-11e9-9336-fa163ee49799,5000|56000,3048666200,2856000|2917000
3e402632-b8f8-11e9-ad99-fa163ee49799,1000|52000,2274699000,4403000|4463000
3ea2ac88-b855-11e9-9336-fa163ee49799,49000|105000,3009055500,453000|508000
3ecf7e3a-b84f-11e9-9336-fa163ee49799,62000|155000,3166859000,684000|1046000
3eee73fa-b938-11e9-8b81-fa163ee49799,51000|112000,2927857700,5237000|5298000
3efd2ec8-b996-11e9-8b81-fa163ee49799,28000|91000,1398481500,149000|3389000
3f11aa88-b8ce-11e9-930e-fa163ee49799,20000|212000,1396771700,49000|832000
3f4ac080-b91d-11e9-81a2-fa163e3d9e3c,30000|147000,1862132800,192000|4721000
3f4d14c0-b97c-11e9-8b81-fa163ee49799,49000|92000,1323656900,275000|1698000
3f9807ea-b950-11e9-b8ed-fa163e063a2b,84000|135000,1396771700,57000|859000
3feee396-b9a3-11e9-b8ed-fa163e063a2b,1000|140000,1396771700,57000|966000
405b9528-b920-11e9-9c9e-fa163e3d9e3c,42000|102000,1901179600,1955000|7246000
40b836f2-b98e-11e9-8b81-fa163ee49799,1000|69000,1596046700,1538000|1617000
41228624-b93e-11e9-8b81-fa163ee49799,1000|57000,3043930400,1913000|5701000
412c5f74-b947-11e9-8b81-fa163ee49799,7000|69000,1396771700,49000|950000
4166c502-b900-11e9-ad99-fa163ee49799,4000|73000,2310133000,5121000|5190000
4184c42e-b94d-11e9-b8ed-fa163e063a2b,55000|93000,1351499800,257000|4206000
41858d58-b954-11e9-8b81-fa163ee49799,1000|68000,2845332600,1634000|1700000
41ce46b2-b975-11e9-8b81-fa163ee49799,38000|143000,1447221500,428000|4060000
4223287e-b9a4-11e9-8b81-fa163ee49799,1000|61000,1596058300,928000|4672000
4272522e-b949-11e9-9c9e-fa163e3d9e3c,4000|60000,1804132300,3600000|5901000
42788d26-b91a-11e9-ad99-fa163ee49799,29000|104000,1396771700,51000|950000
429262f8-b98f-11e9-8b81-fa163ee49799,3000|94000,1596046700,2452000|4907000
429b2b18-b985-11e9-8b81-fa163ee49799,1000|96000,1500744900,1191000|3640000
42ced93a-b995-11e9-8b81-fa163ee49799,1000|75000,1398481500,2256000|3450000
42efd2ae-b97f-11e9-b8ed-fa163e063a2b,7000|107000,1396771700,51000|950000
42f3ab5e-b957-11e9-b8ed-fa163e063a2b,5000|150000,1629260900,4280000|4750000
430c13ca-b93d-11e9-9c9e-fa163e3d9e3c,40000|105000,1627286600,220000|3582000
431d2562-b8f6-11e9-8127-fa163e063a2b,57000|151000,1151896200,570000|895000
432eb8c8-b981-11e9-9c9e-fa163e3d9e3c,9000|103000,2688448300,2254000|2577000
437871c0-b954-11e9-9c9e-fa163e3d9e3c,44000|114000,2303359200,3322000|3392000
43a6d53c-b8f6-11e9-ad99-fa163ee49799,1000|105000,2274699000,2470000|2581000
43b3e638-b97c-11e9-b8ed-fa163e063a2b,57000|106000,1804317800,3467000|5097000
43d5e64e-b908-11e9-ad99-fa163ee49799,1000|78000,2342638000,5968000|6044000
44547fd4-b914-11e9-8127-fa163e063a2b,10000|73000,1659111900,454000|1891000
44858394-b942-11e9-b8ed-fa163e063a2b,37000|153000,1396771700,57000|978000
448ada98-b8d3-11e9-930e-fa163ee49799,5000|87000,1260706600,2489000|2571000
44be4dbe-b988-11e9-9c9e-fa163e3d9e3c,44000|126000,2333805400,1740000|4242000
44d76348-b92a-11e9-8b81-fa163ee49799,1000|105000,2718954900,4751000|4854000
450703c6-b927-11e9-9c9e-fa163e3d9e3c,18000|78000,1940114900,1407000|1461000
450d1a78-b921-11e9-8b81-fa163ee49799,1000|86000,2620315400,2494000|2579000
4545e69c-b952-11e9-b8ed-fa163e063a2b,97000|166000,1374493200,487000|2771000
455cee7c-b8d1-11e9-930e-fa163ee49799,9000|51000,1260706600,711000|857000
455daee6-b964-11e9-8b81-fa163ee49799,1000|82000,1376903200,3315000|3393000
457464da-b958-11e9-9c9e-fa163e3d9e3c,30000|82000,2274916400,1362000|4605000
45752256-b95a-11e9-9c9e-fa163e3d9e3c,15000|88000,2909399800,565000|635000
45c2c580-b8fe-11e9-8127-fa163e063a2b,1000|146000,1396771700,54000|951000
4637c180-b90a-11e9-81a2-fa163e3d9e3c,85000|150000,1234417600,198000|263000
46ca88da-b946-11e9-8b81-fa163ee49799,6000|124000,1396771700,57000|942000
46d13f76-b915-11e9-ad99-fa163ee49799,1000|67000,2400411900,249000|6177000
46ed1e58-b9a1-11e9-9c9e-fa163e3d9e3c,33000|92000,2060160900,4116000|6249000
4709c86e-b9a6-11e9-9c9e-fa163e3d9e3c,59000|142000,1753376800,4053000|4136000
4716984e-b8f4-11e9-8127-fa163e063a2b,43000|123000,600735000,316000|396000
472ba6de-b940-11e9-9c9e-fa163e3d9e3c,21000|118000,1396771700,49000|950000
472cd910-b94e-11e9-b8ed-fa163e063a2b,4000|120000,1396771700,49000|963000
4774d7b0-b91c-11e9-ad99-fa163ee49799,1000|50000,2447052500,5133000|5561000
47a7004a-b981-11e9-8b81-fa163ee49799,1000|71000,1662856300,5018000|5087000
47e31150-b97e-11e9-9c9e-fa163e3d9e3c,43000|173000,2888057700,2041000|7763000
47f59c38-b9a3-11e9-9c9e-fa163e3d9e3c,38000|106000,1753376800,1176000|1329000
486f79d6-b935-11e9-8b81-fa163ee49799,21000|126000,1396771700,35000|592000
4870cc26-b98c-11e9-8b81-fa163ee49799,12000|63000,1596046700,77000|4904000
488a2fdc-b8ff-11e9-ad99-fa163ee49799,6000|120000,1629260900,4180000|4747000
48f830fc-b8f2-11e9-8127-fa163e063a2b,44000|78000,1629256800,4142000|4685000
4908c8e4-b87b-11e9-b45b-fa163ee49799,1000|35000,1659203000,701000|741000
4920d94c-b8fe-11e9-ad99-fa163ee49799,15000|111000,2310133000,2951000|7432000
49443cae-b85c-11e9-9336-fa163ee49799,4000|187000,1396771700,58000|965000
49907128-b8c0-11e9-930e-fa163ee49799,5000|90000,3060804900,199000|284000
49f0d7ee-b84c-11e9-9336-fa163ee49799,1000|108000,3048666200,1941000|3054000
49f1c9b2-b92b-11e9-9c9e-fa163e3d9e3c,3000|129000,1396771700,54000|833000
4a3939fa-b962-11e9-8b81-fa163ee49799,5000|82000,1376903200,830000|3920000
4a5ff3e4-b91a-11e9-8127-fa163e063a2b,38000|96000,1804190100,2741000|4543000
4a6fb4e0-b8d0-11e9-930e-fa163ee49799,1000|90000,1244621900,921000|1148000
4ad489ba-b92f-11e9-9c9e-fa163e3d9e3c,44000|139000,1753812600,131000|3081000
4afcdc90-b99c-11e9-8b81-fa163ee49799,11000|113000,1530507600,203000|4997000
4b348d40-b981-11e9-b8ed-fa163e063a2b,17000|154000,1629260900,4171000|4731000
4b354ed2-b93c-11e9-8b81-fa163ee49799,1000|95000,3043930400,663000|4782000
4b6a2298-b972-11e9-8b81-fa163ee49799,43000|131000,1500872700,1402000|1501000
4b7b75b4-b866-11e9-9336-fa163ee49799,56000|138000,2604467800,1894000|2800000
4b92ee50-b8fd-11e9-ad99-fa163ee49799,33000|114000,2310133000,1744000|6672000
4b9bcf9a-b950-11e9-9c9e-fa163e3d9e3c,26000|130000,1396771700,57000|744000
4b9c0c12-b94b-11e9-9c9e-fa163e3d9e3c,89000|144000,1396771700,58000|961000
4bf78490-b908-11e9-ad99-fa163ee49799,10000|120000,1396771700,61000|943000
4c077540-b8b2-11e9-930e-fa163ee49799,1000|53000,1684068900,457000|517000
4c0d04b6-b93d-11e9-8b81-fa163ee49799,61000|176000,3043930400,2403000|2577000
4c202736-b919-11e9-81a2-fa163e3d9e3c,14000|60000,1901179600,7297000|7345000
4c233af8-b94a-11e9-8b81-fa163ee49799,1000|143000,1396771700,57000|977000
4c2afef4-b99b-11e9-9c9e-fa163e3d9e3c,55000|125000,2060160900,341000|2382000
4cface84-b92a-11e9-b8ed-fa163e063a2b,10000|84000,1598981800,1274000|5873000
4d0f268e-b927-11e9-8b81-fa163ee49799,4000|90000,2718954900,734000|1485000
4d57454a-b931-11e9-8b81-fa163ee49799,3000|112000,1396771700,54000|966000
4d6f4de4-b985-11e9-9c9e-fa163e3d9e3c,48000|154000,2333805400,581000|994000
4d7e2dd4-b91a-11e9-ad99-fa163ee49799,1000|50000,2447052500,3206000|4000000
4d8bb3aa-b8d9-11e9-930e-fa163ee49799,1000|50000,1193884300,1875000|2520000
4d9967f6-b8e9-11e9-bf24-fa163ee49799,1000|82000,1293727100,1136000|1267000
4dc93200-b958-11e9-8b81-fa163ee49799,10000|190000,1629260900,2878000|5184000
4dd82480-b99f-11e9-8b81-fa163ee49799,1000|89000,1530507600,3186000|3304000
4e84a4ce-b974-11e9-8b81-fa163ee49799,1000|83000,1500872700,113000|3787000
4ef11002-b850-11e9-9336-fa163ee49799,1000|97000,1396771700,57000|960000
4ef686ac-b983-11e9-9c9e-fa163e3d9e3c,7000|89000,2688448300,4766000|4848000
4f222d30-b982-11e9-8b81-fa163ee49799,16000|151000,1500744900,1043000|4201000
4f5f5d40-b955-11e9-8b81-fa163ee49799,1000|49000,2845332600,2696000|2790000
4f958130-b951-11e9-9c9e-fa163e3d9e3c,16000|75000,2303359200,209000|592000
4fd09828-b867-11e9-9336-fa163ee49799,19000|103000,2604467800,2583000|2667000
500f3614-b8f3-11e9-81a2-fa163e3d9e3c,45000|155000,1396771700,49000|775000
50159a4c-b90a-11e9-ad99-fa163ee49799,21000|82000,2367850000,1282000|1446000
504ae052-b9a1-11e9-8b81-fa163ee49799,1000|31000,1596058300,827000|3925000
5056bc46-b98e-11e9-8b81-fa163ee49799,4000|69000,1447221500,3799000|4060000
5075ea22-b85c-11e9-9336-fa163ee49799,54000|142000,2929626300,1277000|3620000
50930600-b8e0-11e9-bf24-fa163ee49799,1000|66000,1226686400,964000|3050000
50ca8922-b985-11e9-b8ed-fa163e063a2b,27000|64000,1498995700,4069000|4105000
50cac50e-b8ea-11e9-bf24-fa163ee49799,1000|79000,1339112900,817000|895000
50d75afa-b924-11e9-9c9e-fa163e3d9e3c,13000|92000,1723849300,1532000|2948000
50efa63a-b962-11e9-8b81-fa163ee49799,2000|92000,1376903200,933000|4283000
5128b48a-b90c-11e9-8127-fa163e063a2b,68000|155000,394407400,685000|930000
51ac9658-b95a-11e9-b8ed-fa163e063a2b,44000|135000,1308046100,4158000|4248000
5202373a-b94a-11e9-b8ed-fa163e063a2b,23000|144000,1396771700,68000|963000
531ab2f4-b941-11e9-9c9e-fa163e3d9e3c,40000|141000,1627286600,1105000|4845000
53366028-b8cc-11e9-930e-fa163ee49799,1000|35000,1214713500,585000|618000
5343c1dc-b92b-11e9-8b81-fa163ee49799,1000|68000,2718954900,5838000|5904000
534a2e7a-b857-11e9-9336-fa163ee49799,3000|75000,3009055500,1243000|4523000
53552344-b86f-11e9-b45b-fa163ee49799,1000|70000,2704085800,1181000|1246000
5385f012-b92a-11e9-9c9e-fa163e3d9e3c,8000|107000,1940114900,4405000|7939000
53a9ffb2-b8f2-11e9-8127-fa163e063a2b,11000|133000,1396771700,51000|965000
540a4cb0-b93c-11e9-8b81-fa163ee49799,42000|143000,3043930400,1077000|7532000
540c8afc-b851-11e9-9336-fa163ee49799,1000|161000,1396771700,69000|832000
549f77e2-b84a-11e9-9336-fa163ee49799,1000|73000,3048666200,1546000|1617000
54b63844-b98d-11e9-8b81-fa163ee49799,68000|174000,1596046700,903000|5080000
55185334-b853-11e9-9336-fa163ee49799,18000|96000,3166859000,4521000|4599000
5540b21e-b8ff-11e9-8127-fa163e063a2b,11000|184000,1396771700,49000|592000
55460174-b94a-11e9-8b81-fa163ee49799,1000|59000,1952297000,2119000|2182000
55698560-b8fd-11e9-8127-fa163e063a2b,61000|140000,394631600,207000|818000
559cc664-b97f-11e9-8b81-fa163ee49799,23000|139000,1662856300,2273000|4584000
55ba2a6c-b879-11e9-b45b-fa163ee49799,41000|79000,1743437800,1138000|1372000
55cee7a2-b84e-11e9-9336-fa163ee49799,25000|167000,1396771700,49000|755000
55ec0edc-b90b-11e9-ad99-fa163ee49799,28000|77000,2367850000,2759000|5691000
560aa5b0-b918-11e9-8127-fa163e063a2b,42000|94000,1804190100,365000|3505000
560b8518-b943-11e9-8b81-fa163ee49799,11000|51000,3043930400,8264000|8303000
562f3eee-b90d-11e9-81a2-fa163e3d9e3c,4000|156000,1396771700,57000|990000
5664e464-b984-11e9-8b81-fa163ee49799,3000|161000,1500744900,2587000|4168000
567d4ca2-b911-11e9-8127-fa163e063a2b,14000|132000,1396771700,54000|950000
569979cc-b8e9-11e9-bf24-fa163ee49799,125000|184000,1293727100,1296000|1618000
56e3f45e-b987-11e9-8b81-fa163ee49799,3000|49000,1629260900,817000|4750000
56ecd8d4-b915-11e9-8127-fa163e063a2b,18000|128000,1659111900,909000|1419000
5708b17e-b908-11e9-ad99-fa163ee49799,46000|101000,2342638000,2859000|6216000
5712561c-b907-11e9-ad99-fa163ee49799,67000|140000,2342638000,2273000|4963000
573baf2c-b84d-11e9-9336-fa163ee49799,4000|93000,3048666200,3918000|4442000
5771880c-b971-11e9-b8ed-fa163e063a2b,46000|120000,1419310000,3363000|5193000
57a356ae-b96a-11e9-9c9e-fa163e3d9e3c,30000|139000,2360445100,527000|1622000
57ccf8fa-b8f3-11e9-8127-fa163e063a2b,55000|141000,339077200,668000|913000
57d35adc-b8f4-11e9-8127-fa163e063a2b,21000|171000,1396771700,58000|953000
57db9d8a-b928-11e9-b8ed-fa163e063a2b,52000|120000,1598981800,188000|3725000
5870d822-b94c-11e9-9c9e-fa163e3d9e3c,26000|103000,1928274600,6807000|7196000
587b8162-b994-11e9-9c9e-fa163e3d9e3c,59000|134000,2384098000,4057000|4643000
587c7b34-b990-11e9-8b81-fa163ee49799,7000|162000,1396771700,49000|907000
587e7d50-b975-11e9-9c9e-fa163e3d9e3c,12000|89000,2791972500,47000|6433000
58b6b5f6-b963-11e9-b8ed-fa163e063a2b,6000|102000,1396771700,55000|991000
59076ace-b985-11e9-9c9e-fa163e3d9e3c,1000|177000,1396771700,56000|815000
595431a6-b98f-11e9-b8ed-fa163e063a2b,54000|136000,1352596100,1098000|4304000
599238b2-b934-11e9-b8ed-fa163e063a2b,24000|127000,1396771700,58000|865000
59ab4122-b970-11e9-9c9e-fa163e3d9e3c,2000|138000,1396771700,21000|591000
59df5576-b90b-11e9-81a2-fa163e3d9e3c,17000|93000,1396771700,24000|599000
5a11c858-b99c-11e9-8b81-fa163ee49799,1000|88000,1530507600,204000|405000
5a977cb4-b988-11e9-8b81-fa163ee49799,3000|87000,1629260900,1681000|5002000
5adb4de6-b978-11e9-8b81-fa163ee49799,9000|75000,1447221500,150000|4373000
5b1ec2d6-b97f-11e9-8b81-fa163ee49799,1000|77000,1662856300,2857000|2932000
5b844b2c-b8f5-11e9-ad99-fa163ee49799,12000|94000,2274699000,443000|2782000
5b9c5060-b87c-11e9-b45b-fa163ee49799,3000|83000,1808223700,542000|942000
5ba09e20-b90f-11e9-ad99-fa163ee49799,25000|107000,1396771700,72000|966000
5bddfb44-b987-11e9-8b81-fa163ee49799,7000|58000,1629260900,822000|5208000
5be0b31c-b9a4-11e9-9c9e-fa163e3d9e3c,10000|116000,1753376800,2111000|2217000
5c9a1960-b90e-11e9-ad99-fa163ee49799,1000|75000,2367850000,862000|6282000
5cb1e590-b936-11e9-8b81-fa163ee49799,6000|78000,2927857700,2989000|3060000
5cd67406-b863-11e9-9336-fa163ee49799,2000|89000,2509505900,2003000|2553000
5d63895a-b975-11e9-b8ed-fa163e063a2b,55000|119000,1420067400,2013000|2076000
5d96fb86-b95d-11e9-9c9e-fa163e3d9e3c,81000|180000,2909399800,1805000|7440000
5e0e8f26-b94d-11e9-9c9e-fa163e3d9e3c,43000|87000,1818601700,711000|756000
5e50c12a-b920-11e9-9c9e-fa163e3d9e3c,65000|172000,1791195200,193000|300000
5e58fe64-b932-11e9-8b81-fa163ee49799,57000|126000,2817413400,2275000|6011000
5e698038-b976-11e9-9c9e-fa163e3d9e3c,16000|64000,2791972500,444000|7271000
5e94d10c-b930-11e9-b8ed-fa163e063a2b,22000|185000,1396771700,57000|961000
5eaafa66-b9a5-11e9-8b81-fa163ee49799,11000|55000,1596046700,4256000|5129000
5f717902-b8c4-11e9-930e-fa163ee49799,4000|74000,3060804900,1498000|4467000
5fb1301e-b91f-11e9-8127-fa163e063a2b,31000|73000,1629256800,140000|4907000
5fbede38-b96c-11e9-9c9e-fa163e3d9e3c,25000|91000,2360445100,3674000|3747000
5fcdb532-b950-11e9-8b81-fa163ee49799,5000|106000,1396771700,58000|950000
5fd39ebc-b904-11e9-ad99-fa163ee49799,10000|64000,2342638000,1874000|1949000
607b7c3e-b938-11e9-8b81-fa163ee49799,18000|130000,1396771700,57000|988000
6099f1f2-b981-11e9-9c9e-fa163e3d9e3c,9000|101000,2688448300,2599000|2692000
60e0df6e-b930-11e9-8b81-fa163ee49799,47000|112000,2817413400,2972000|3037000
60f83ce4-b8d7-11e9-930e-fa163ee49799,4000|202000,1396771700,49000|951000
60fc8050-b991-11e9-8b81-fa163ee49799,19000|119000,1596046700,4287000|4908000
6103f62a-b93f-11e9-8b81-fa163ee49799,31000|116000,3043930400,1288000|4492000
611830de-b969-11e9-b8ed-fa163e063a2b,65000|156000,1804315200,3328000|8008000
618f40b6-b92d-11e9-b8ed-fa163e063a2b,43000|69000,1804132300,5878000|5902000
61dd44aa-b8dd-11e9-bf24-fa163ee49799,1000|90000,1402364300,2046000|2560000
623795f8-b901-11e9-ad99-fa163ee49799,8000|51000,2310133000,5984000|6036000
62630ca6-b91a-11e9-8127-fa163e063a2b,20000|97000,1804190100,2959000|3036000
630c5654-b919-11e9-8127-fa163e063a2b,29000|115000,1601278800,1905000|1991000
631296d8-b8f4-11e9-ad99-fa163ee49799,2000|93000,2274699000,430000|556000
63a06e46-b98e-11e9-8b81-fa163ee49799,20000|91000,1596046700,1737000|1850000
63a74236-b95f-11e9-8b81-fa163ee49799,60000|87000,1421444400,2056000|3329000
63ae5b50-b95c-11e9-b8ed-fa163e063a2b,79000|143000,1804132300,5840000|5905000
63b7c77e-b936-11e9-8b81-fa163ee49799,7000|64000,2927857700,1783000|3058000
645af892-b916-11e9-8127-fa163e063a2b,15000|153000,1396771700,49000|888000
64a75800-b8f2-11e9-ad99-fa163ee49799,2000|113000,1396771700,54000|961000
64da86cc-b946-11e9-9c9e-fa163e3d9e3c,27000|105000,1661703600,5316000|5415000
65042bfc-b8c5-11e9-930e-fa163ee49799,30000|97000,3184886800,935000|1003000
6507a6f8-b918-11e9-ad99-fa163ee49799,38000|114000,2447052500,1004000|1819000
6511a7b8-b96b-11e9-8b81-fa163ee49799,84000|154000,1443620200,4170000|4306000
65258bec-b92b-11e9-8b81-fa163ee49799,4000|71000,2718954900,1401000|6039000
6567ca8e-b976-11e9-8b81-fa163ee49799,8000|43000,1447221500,1422000|1457000
65cd948e-b928-11e9-9c9e-fa163e3d9e3c,51000|92000,1940114900,1390000|6081000
6640f728-b8e5-11e9-bf24-fa163ee49799,51000|125000,1176745900,423000|2123000
664530ae-b908-11e9-ad99-fa163ee49799,49000|112000,2342638000,6103000|6264000
66a55894-b90d-11e9-ad99-fa163ee49799,21000|73000,2367850000,4406000|5414000
66c2a1b4-b94f-11e9-8b81-fa163ee49799,1000|97000,3055779500,443000|1833000
66d96d34-b96f-11e9-8b81-fa163ee49799,8000|122000,1629260900,4379000|5197000
66ed73a6-b866-11e9-9336-fa163ee49799,65000|131000,2604467800,1997000|2062000
67230c9a-b998-11e9-b8ed-fa163e063a2b,19000|117000,1534060400,459000|3178000
673f4ea8-b981-11e9-8b81-fa163ee49799,1000|103000,1662856300,5107000|5208000
67546b28-b970-11e9-8b81-fa163ee49799,3000|78000,1415151600,1361000|4232000
67abeeb6-b97f-11e9-8b81-fa163ee49799,8000|174000,1396771700,61000|971000
68351b24-b956-11e9-b8ed-fa163e063a2b,43000|108000,1804132300,445000|5915000
68404f1a-b971-11e9-b8ed-fa163e063a2b,6000|82000,1419310000,378000|3644000
685b53c8-b908-11e9-81a2-fa163e3d9e3c,1000|107000,1396771700,49000|950000
6874f80e-b8ff-11e9-81a2-fa163e3d9e3c,59000|125000,2666192100,240000|4649000
68866e36-b8f5-11e9-ad99-fa163ee49799,28000|95000,2274699000,392000|1752000
689e79a0-b93a-11e9-8b81-fa163ee49799,63000|100000,2927857700,4115000|7218000
68b3db14-b936-11e9-9c9e-fa163e3d9e3c,63000|113000,1693154200,3145000|5196000
68b513ca-b923-11e9-b8ed-fa163e063a2b,51000|140000,1502559900,2839000|2927000
68d2e524-b86c-11e9-b45b-fa163ee49799,1000|103000,2394484900,1628000|1730000
68daa81a-b987-11e9-b8ed-fa163e063a2b,22000|121000,1601278800,2053000|2204000
69069c4e-b915-11e9-81a2-fa163e3d9e3c,83000|115000,1901179600,2180000|3132000
692e7cfa-b87a-11e9-b45b-fa163ee49799,55000|130000,1849646200,1013000|1138000
693a3408-b944-11e9-8b81-fa163ee49799,48000|89000,1710310600,838000|887000
694386b4-b8f1-11e9-ad99-fa163ee49799,5000|47000,1244627000,120000|161000
694b75be-b986-11e9-8b81-fa163ee49799,1000|61000,1500744900,4532000|4591000
697aefde-b935-11e9-8b81-fa163ee49799,54000|138000,2927857700,2126000|2210000
6a3085a4-b950-11e9-b8ed-fa163e063a2b,43000|155000,1396771700,57000|967000
6a871eaa-b92d-11e9-8b81-fa163ee49799,8000|116000,2817413400,306000|5002000
6a8a021a-b995-11e9-8b81-fa163ee49799,1000|63000,1398481500,159000|2456000
6aedc33e-b924-11e9-8b81-fa163ee49799,15000|81000,2620315400,2766000|5297000
6afb4766-b861-11e9-9336-fa163ee49799,1000|85000,2509505900,667000|750000
6afbef0c-b953-11e9-9c9e-fa163e3d9e3c,15000|109000,2303359200,2364000|4360000
6b0f0bf4-b8ff-11e9-ad99-fa163ee49799,47000|152000,2310133000,4179000|7443000
6b13bf68-b914-11e9-ad99-fa163ee49799,1000|78000,2400411900,4293000|4868000
6b66135a-b917-11e9-ad99-fa163ee49799,21000|77000,2447052500,689000|3892000
6be2c0aa-b910-11e9-ad99-fa163ee49799,48000|149000,2400411900,192000|904000
6c0625f2-b95d-11e9-9c9e-fa163e3d9e3c,4000|76000,2909399800,315000|3862000
6c18e3e6-b952-11e9-8b81-fa163ee49799,30000|100000,3203967000,464000|1853000
6c30d958-b8fb-11e9-ad99-fa163ee49799,50000|126000,2274699000,253000|7638000
6c335692-b8e2-11e9-bf24-fa163ee49799,60000|146000,1226686400,2626000|4035000
6c35d5c0-b978-11e9-8b81-fa163ee49799,56000|153000,1447221500,2406000|4035000
6c6faa1e-b8d0-11e9-930e-fa163ee49799,29000|101000,1243533500,1259000|1649000
6c9c532a-b943-11e9-9c9e-fa163e3d9e3c,62000|167000,1661703600,1756000|2554000
6c9e4128-b996-11e9-b8ed-fa163e063a2b,44000|139000,1534060400,905000|3057000
6cb5b0ae-b8df-11e9-bf24-fa163ee49799,1000|39000,1226686400,226000|2609000
6cb782a6-b85a-11e9-9336-fa163ee49799,3000|45000,3009055500,1600000|4979000
